Account,Acc Name,Del Name,Delivery Add1,Delivery Add2,Delivery Add3,Postal Code
TA10022602,KOZMIC SOLUTIONZ,KOZMIC SOLUTIONZ,SHOP NO 16 GAME CENTRE,MARKET STREET POLOKWANE,POLOKWANE LIMPOPO,'2000
TA10022603,ENTERPRISE SYSTEMS IMPLEMENTATION (PTY) LTD,ENTERPRISE SYSTEMS IMPLEMENTATION (PTY) LTD,CLEARWATER FLYFISHING ESTATE,38 SWALE STREET RIETVALLEIRAND X33, GAUTENG 0181,'0046
TA10022604,DATACO SYSTEMS SUPPORT CC,DATACO SYSTEMS SUPPORT CC,3 VAUGHAN CLOSE,SUNNINGDALE 2192,GAUTENG,'2131
TA10022605,CB NETWORKS (PTY) LTD T/A COLLABORATIVE NETWORKS,CB NETWORKS (PTY) LTD T/A COLLABORATIVE NETWORKS,ATT: LOBONE /MPHO ,CSI BUILDING C/O BARLOW & QUALITY ROAD,ISANDO KEMPTON PARK,'0157
TA10022606,PC AND LAN IT CONSULTING CC,PC AND LAN IT CONSULTING CC,266  GLOVER AVENUE,GLOVERDALE,LYTTELTON,'0157
TA10022608,FORMAT PERIPHERALS AND ELECTRONICS CC,FORMAT PERIPHERALS AND ELECTRONICS CC,84 KYALAMI MANOR,BYRON CLOSE MIDRAND,GAUTENG,'2157
TA10022613,BRADLOWS SWAZILAND ,BRADLOWS SWAZILAND,MARLBORO HOUSE ST FLOOR,6 EASTERN SERVICE ROAD,MARLBORO,'2000
TA10022616,TJM ICT TRADING CC,TJM ICT TRADING CC,114A THULASIZWE STREET,ZOLA NORTH,313,'1868
TA10022617,EDGE SQUARED TECHNOLOGY CC,EDGE SQUARED TECHNOLOGY CC,19 BRISTON STREET,CONSTANIA KLOOF ,GAUTENG,'0102
TA10022619,INCREDIBLE CONNECTION HEAD OFFICE,INCREDIBLE CONNECTION HEAD OFFICE,MARLBORO HOUSE 1ST FLOOR,6 EASTERN SERVICE ROAD,MARLBORO,'2128
TA10022626,INCREDIBLE CONNECTION CLEARWATER,INCREDIBLE CONNECTION CLEARWATER,CLEARWATER SHOPPING CENTRE SHOP LM041,CNR HENDRIK VERWOERD & CHRISTIAAN DE WET STREET,STRUBENSVALLEY ROODEPOORT,'2128
TA10022627,INCREDIBLE CONNECTION CRESTA,INCREDIBLE CONNECTION CRESTA,SHOP L59 CRESTA SHOPPING CENTRE,C/O DF MALAN & WELTEVREDEN ROAD,CRESTA,'2128
TA10022644,INCREDIBLE CONNECTION MENLYN,INCREDIBLE CONNECTION MENLYN,SHOP 37 WATERKLOOF GLEN,EXT 2,GAUTENG,'2128
TA10022650,INCREDIBLE CONNECTION RICHARDS BAY,INCREDIBLE CONNECTION RICHARDS BAY,HOPL47 BROADWALK @ INKWAZI MALL ,CNR MARKSTASSE & TASSEL AND BERRY ROAD,RICHARDS BAY,'2128
TA10022653,INCREDIBLE CONNECTION SANDTON,INCREDIBLE CONNECTION SANDTON,TEMP 01 SANDTON CITY,CNR RIVONIA RD 7 KATRINE STREET REPOSITIONING PHAS,SANDTON,'2128
TA10022662,INCREDIBLE CONNECTION WOODLANDS,INCREDIBLE CONNECTION WOODLANDS,SHOP NO 10 THE WOODLANDS BOULEVARD,CNR GARSFONTEIN ROAD AND VILLEBOIS MAREUIL DRIVE,PRETORIA EAST,'2128
TA10022663,INCREDIBLE CONNECTION WOODMEAD,INCREDIBLE CONNECTION WOODMEAD,UNIT 7 & 8,WOODMEAD VALUE MART,WOODMEAD,'2128
TA10022665,DIRECT-DIGITAL COPIERS (PTY) LTD T/A KONICA MINOLTA DIRECT,DIRECT-DIGITAL COPIERS (PTY) LTD T/A KONICA MINOLTA DIRECT,337 OLYMPIC DUAL,NORTHRIDING ,GAUTENG,'2162
TA10022683,HI-FI CORPORATION HEAD OFFICE HARDWARE,HI-FI CORPORATION HEAD OFFICE HARDWARE,AMESHOF BUILDING 3RD-4TH FLOOR,27 STIEMENS STREET,BRAAMFONTEIN,'2000
TA10022685,HI-FI CORPORATION AEROTON,HI-FI CORPORATION AEROTON,6 SABAX ROAD,AEROTON,BRAAMFONTEIN,'2000
TA10022686,HI-FI CORPORATION ATTERBURY HARDWARE,HI-FI CORPORATION ATTERBURY HARDWARE,ATTERBURY VALUEMART,FAERIE GLEN 15 ATTERBURY,PRETORIA,'2000
TA10022687,HI-FI CORPORATION BLOEMFONTEIN HARDWARE,HI-FI CORPORATION BLOEMFONTEIN HARDWARE,SHOP 2 MEGA PARK CENTRE,CURRIE AVENUE HOSPITAL PARK,BLOEMFONTEIN,'2000
TA10022688,HI-FI CORPORATION BOKSBURG HARDWARE,HI-FI CORPORATION BOKSBURG HARDWARE,EAST RAND VALUE MALL,CNR RITEFONTEIN & MADELEY STREETS,BOKSBURG JHB,'2000
TA10022690,HI-FI CORPORATION CENTURION,HI-FI CORPORATION CENTURION,CENTURION MALL SHOP 301 ,CNR SOUTH AND HEUWEL ROADS ,CENTURION,'2000
TA10022691,HI-FI CORPORATION CLEARWATER,HI-FI CORPORATION CLEARWATER,SHOP UM018 CLEARWATER MALL,CNR HENDRIK POTGIETER & CHRISTIAAN DE WET STREETS,STRUBENSVALLEY,'2000
TA10022693,HI-FI CORPORATION EASTGATE HARDWARE,HI-FI CORPORATION EASTGATE HARDWARE,SHOP 43 PARK MEADOW SHOPPING CENTRE,CNR CUMBERLAND & ALLUM STREET,KENSINGTON JHB,'2000
TA10022694,HI-FI CORPORATION FOURWAYS HARDWARE,HI-FI CORPORATION FOURWAYS HARDWARE,UNIT G6B FOURWAYS CROSSING,CNR WILLIAM NICOL & SUNRISE BL,FOURWAYS,'2000
TA10022695,HI-FI CORPORATION KIMBERLEY HARDWARE,HI-FI CORPORATION KIMBERLEY HARDWARE,SHOP NO 95 DIAMOND PAVILLION SHOPPING CENTRE,CNR OLIVER & MACDOUGALL STREET,MONUMENTS HEIGHTS KIMBERLEY ,'2000
TA10022696,HI-FI CORPORATION KLERKSDORP HARDWARE,HI-FI CORPORATION KLERKSDORP HARDWARE,FLAMWOOD WALK CENTRE SHOP NO 43,1 BROTHER PATRICK AVENUE ,KLERKSDORP,'2000
TA10022697,HI-FI CORPORATION MONTANA HARDWARE,HI-FI CORPORATION MONTANA HARDWARE,SHOP 32 MONTANA CROSSING,CNR ZAMBESI & DR SWANEPOEL ROAD,MONTANA PRETORIA,'2000
TA10022698,HI-FI CORPORATION NELSPRUIT HARDWARE ,HI-FI CORPORATION NELSPRUIT HARDWARE ,SHOP 26 THE GROVE,RIVERSIDE,NELSPRUIT,'2000
TA10022699,HI-FI CORPORATION NEWCASTLE HARDWARE,HI-FI CORPORATION NEWCASTLE HARDWARE,SHOP 32 ANJUBA STREET,C/O VICTORIA AND ALLAN STREET,NEWCASTLE,'2000
TA10022701,HI-FI CORPORATION PIETERMARITZBURG HARDWARE,HI-FI CORPORATION PIETERMARITZBURG HARDWARE,INVESCO CENTRE SHOP NO 7,CHATTERTON ROAD,PIETERMARITZBURG,'2000
TA10022702,HI-FI CORPORATION POLOKWANE HARDWARE,HI-FI CORPORATION POLOKWANE HARDWARE,SHOP 1 POLOKWANE LIFESTYLE CENTRE,CNR LANDROS MARE & MARKET STREETS,POLOKWANE,'2000
TA10022704,HI-FI CORPORATION RICHARDS BAY,HI-FI CORPORATION RICHARDS BAY,LAKESIDE MALL,NO 6 MARK STRASSE ,RICHARDS BAY,'2000
TA10022710,HI-FI CORPORATION AMANZIMTOTI HARDWARE,HI-FI CORPORATION AMANZIMTOTI HARDWARE,U38 ARBOUR CROSSING,CNR OPPERHEIMER 7 ARBOUR ROAD,UMBOQUINTWINI AMANZIMTOTI,'2000
TA10022713,HI-FI CORPORATION WESTGATE HARDWARE,HI-FI CORPORATION WESTGATE HARDWARE,LOWER LEVEL WESTGATE SHOPPING CENTRE,120 ONTDEKKERS ROAD,ROODEPOORT,'2000
TA10022714,HI-FI CORPORATION WITBANK HARDWARE,HI-FI CORPORATION WITBANK HARDWARE,SHOP 14 RIVER CRESCENT,PRESIDENT AVENUE,WITBANK,'2000
TA10022715,HI-FI CORPORATION WOODMEAD HARDWARE,HI-FI CORPORATION WOODMEAD HARDWARE,LOWER LEVEL WOODMEAD VALUE MART,WATERVAL CRESCENT,WOODMEAD,'2000
TA10022723,PATHWAYS OUTSOURCING (PTY) LTD,PATHWAYS OUTSOURCING (PTY) LTD,HOMESTEAD PARKBLOCK C1ST FLOOR,37 HOMESTEAD ROAD CORNER 12 TH AVENUE,RIVONIA SANDTON,'2144
TA10022724,SOVENGA DATA CC,SOVENGA DATA CC,49 RABE STREET,POLOKWANE,LIMPOPO,'0700
TA10022727,TYRMIDA (PTY) LTD,TYRMIDA (PTY) LTD,122 PRETORIA ROAD,RYNFIELD,BENONI,'1522
TA10022735,BASIX TECHNOLOGIES (PTY) LTD,BASIX TECHNOLOGIES (PTY) LTD,21 MANDY ROAD,RELIVEN,JOHANNESBURG 2016,'2091
TA10022739,INCREDIBLE CONNECTION EIKESTAD,INCREDIBLE CONNECTION EIKESTAD,SHOP AW102 EIKESTAD MALL,81 ANDRINGA STREET,STELLENBOSCH,'2128
TA10022744,UKUBHUKUDA,UKUBHUKUDA,55 KNIEHALTER STREET,ERASMUSKLOOF,GAUTENG,'2000
TA10022746,BRAINBUG INTERACTIVE CC,BRAINBUG INTERACTIVE CC,UNIT 2 385 2ND AVENUE,LAUDIUM PRETORIA,GAUTENG,'0037
TA10022750,ASBIS DIVISION OF SITHABILE TECHNOLOGY SERVICES (PTY) LTD,ASBIS DIVISION OF SITHABILE TECHNOLOGY SERVICES (PTY) LTD,NO 8 CAMBRIDGE COMMERCIAL PARK,22 WITKOPPEN ROAD,PAULSHOF,'1684
TA10022753,NET 1 APPLIED TECHNOLOGIES (S A) LTD,NET 1 APPLIED TECHNOLOGIES (S A) LTD,3RD FLOOR NORTH WING,PRESIDENT PLACE CNR JAN SMUTS & BOLTON ,ROSEBANK GAUTENG,'2121
TA10022755,CORE2AFRICA NETWORKS (PTY) LTD,CORE2AFRICA NETWORKS (PTY) LTD,82 MAUDE STREET,SANDTON JOHANNESBURG 2196,GAUTENG,'2132
TA10022758,LUPHAHLA HOLDING (PTY) LTD,LUPHAHLA HOLDING (PTY) LTD,CWP PIA OFFICE SAYM,11 COLFIN HOUSE FERERRA STREET,NELSPRUIT 1200,'1685
TA10022761,MITEL INVESTMENTS (PTY) LTD,MITEL INVESTMENTS (PTY) LTD,OFFICE NO. 43A MOLAPO CROSSING,GABORONE,BOTSWANA,'2000
TA10022763,SIDEKICKS SOLUTIONS (PTY) LTD,SIDEKICKS SOLUTIONS (PTY) LTD,KENRAMO SUPERMARKET,COMPLEX BOKAA KGATELENG,BOTSWANA,'2000
TA10022767,PRODOC BUSINESS SOLUTIONS (PTY) LTD,PRODOC BUSINESS SOLUTIONS (PTY) LTD,UNIT 12 CAMBRIDGE OFFICE PARK ,5 BAUHENIA STREET HIGHVELD,CENTURION,'0046
TA10022770,MOBILE AT WORK ,MOBILE AT WORK ,UNIT 51 BLOCK D SANDTON VIEW OFFICE PARK,CONDUIT STR LYME PARK,RANDBURG,'2021
TA10022772,CYBERNATIC COMPUTER SYSTEMS CC,CYBERNATIC COMPUTER SYSTEMS CC,NO 3 OAK STREET,EXTENTION 3 LENASIA,GAUTENG,'2000
TA10022773,TRANCOMM INFORMATION TECHNOLOGY AND SERVICES CC,TRANCOMM INFORMATION TECHNOLOGY AND SERVICES CC,118A NELSON MANDELA DRIVE,POTCHESTROOM ,NORTH WEST,'2531
TA10022785,TRIPLE H IT SOLUTIONS (PTY) LTD,TRIPLE H IT SOLUTIONS (PTY) LTD,CLEARWATER OFFICE PARK  BUILDING 2 2ND FLOOR,CNR MILLENIUM &CHRISTIAN D WET ROAD STRUBENS VALLE,STRUBENS VALLEY ROODEPOORT,'1724
TA10022788,YEO TECHNOLOGIES,YEO TECHNOLOGIES,1ST FLOOR PALAZZO WEST TOWERS,MONTECASINO,FOURWAYS,'2055
TA10022790,BARCLAYS BANK (SEYCHELLES) LTD,BARCLAYS BANK (SEYCHELLES) LTD,INDEPENDENCE AVENUE,VICTORIA,313,'2000
TA10022792,EVENFLOW,EVENFLOW,UNIT 6 MIDRAND AXIS,CORNER LEROUX AND OLD PRETORIA MAIN ROAD,MIDRAND GAUTENG,'8010
TA10022794,ZZZ-SLOMOES CORPORATION (PTY) LTD,ZZZ-SLOMOES CORPORATION (PTY) LTD,RED CROSS BUILDING,DZELIWE STREET,MBABANE,'2000
TA10022796,KHAULEZA IT SOLUTIONS,KHAULEZA IT SOLUTIONS,UNIT B 05. NICOLSON STREET,BROOKLYN OFFICE PARK,GAUTENG,'0105
TA10022797,IT EVOLUTION CC,IT EVOLUTION CC,GROUND FLOOR NORTH WING,33-35 BOND STREET ,FERNDALE RANDBURG,'2123
TA10022798,DATACENTRIX CISCO,DATACENTRIX CISCO,26 LANDMARKS AVENUE,KOSMOSDAL EXTENSION 11,SAMRAND,'1683
TA10022806,PSU INTERNATIONAL BOTSWANA (PTY) LTD,PSU INTERNATIONAL BOTSWANA (PTY) LTD,PLOT 50369 BUILDING B,THOLO OFFICE PARK FAIRGROUNDS GABORONE,BOTSWANA,'2000
TA10022808,TECHSOL SYSTEMS,TECHSOL SYSTEMS,100 JASON MOYO AVENUE,AFRICA HOUSE 1ST FLOOR HARARE,ZIMBABWE,'2000
TA10022814,TORO COMPUTERS AND TOYS (PTY) LTD,TORO COMPUTERS AND TOYS (PTY) LTD,21 ENGELWOOD STREET,KLIPPOORTJIE GERMISTON,GAUTENG,'2000
TA10022815,INTDEV INTERNET TECHNOLOGIES (PTY) LTD,INTDEV INTERNET TECHNOLOGIES (PTY) LTD,2965 BOSBOK ROAD ,RANDPARK RIDGE ,GAUTENG,'2000
TA10022816,MICROMAN,MICROMAN,15 ARDEN ROAD,NEWLANDS,313,'2000
TA10022819,DYNAWORX (PTY) LTD,DYNAWORX (PTY) LTD,132 A GRAHAM ROAD,RANDJESFONTEIN,MIDRAND ,'1685
TA10022822,NASHUA COMMUNICATIONS (PTY) LTD,NASHUA COMMUNICATIONS (PTY) LTD,GROWTHPOINT BUSINESS PARK UNIT 10,2 TONETTI STREET,MIDRAND,'1685
TA10022823,ZZZ-INSTAWEB CC,ZZZ-INSTAWEB CC,6 LOGAN AVENUE,BRYANSTON ,GAUTENG ,'2162
TA10022825,FILEBOUND AFRICA (PTY) LTD,FILEBOUND AFRICA (PTY) LTD,UNIT 21A,KIMBULT INDUSTRIAL PARK LASER PARK,HONEYDEW,'2162
TA10022826,NETSILLICA BUSINESS SYSTEMS (PTY) LTD,NETSILLICA BUSINESS SYSTEMS (PTY) LTD,PLOT NO. 17947 UNIT 5,HAILESELLASIE ROAD,GABORONE,'2000
TA10022828,SEAMLESS TECHNOLOGY (PTY) LTD,SEAMLESS TECHNOLOGY (PTY) LTD,3RD FLOOR NORTH WING,LINTAS HOUSE 46 KWAME NKRUMAH,313,'2000
TA10022830,TECH STORES,TECH STORES,1140/46 1ST FLOOR UNIT 4,MAIN MALL GABORONE,BOTSWANA,'2000
TA10022838,ODIRILE IT HOLDING (PTY) LTD,ODIRILE IT HOLDING (PTY) LTD,78 HAMERKOP CRESENT,MONTANA PARK DOORNPOORT,GAUTENG,'2000
TA10022840,DIGITAL PLANET (PTY) LTD,DIGITAL PLANET (PTY) LTD,10A ACHTER ROAD,PAULSHOF,SUNNINGHILL,'2146
TA10022841,THE CORE COMPUTER BUSINESS (PTY) LTD,THE CORE COMPUTER BUSINESS (PTY) LTD,THE PLACE,1 SANDTON DRIVE,313,'2196
TA10022844,IT TECH,IT TECH,SWAP COMPLEX LOT 6143,CBD UNIT 7,BOTSWANA,'2000
TA10022846,RAMLINK ICT CC,RAMLINK ICT CC,48 BERGER ROAD,VORNA VALLEY,MINDARND GAUTENG,'1686
TA10022847,CENTRACOM (PTY) LTD,CENTRACOM (PTY) LTD,1 WOODMEAD DRIVE,BUILDING 9,WOODMEAD ESTATE,'1685
TA10022858,GIJIMA HOLDINGS (PTY) LTD,GIJIMA HOLDINGS (PTY) LTD,NO 47 LANDMARK AVE,KOSMOSDAL - BLOCK A,SAMRAND,'0046
TA10022859,TRADE CHANNEL,TRADE CHANNEL,PLOT 6384 CNR NOKO & NAKEDI ROADS,BROADHURST,BOTSWANA,'2000
TA10022862,GABSTEN TECHNOLOGIES,GABSTEN TECHNOLOGIES,A3 LOWER GROUND,CONSTANTIA OFFICE PARK,14TH AVENUE,'1715
TA10022863,T-SYSTEMS SOUTH AFRICA (PTY) LTD - PROVISIONING ACCOUNT,T-SYSTEMS SOUTH AFRICA (PTY) LTD - PROVISIONING ACCOUNT,INTERNATIONAL BUSINESS GATEWAY,NEW ROAD,MIDRAND,'2000
TA10022864,PIVOTEL (PTY) LTD,PIVOTEL (PTY) LTD,24 COLERIDGE STREET,VANDERBIJLPARK,313,'1900
TA10022867,THE CAD CORPORATION,THE CAD CORPORATION,CNR JOHN VORSTER & AKKERBOOM STREET,GAUTENG,GAUTENG,'2000
TA10022868,PROD-SOFTWARE - S ZINYONO,PROD-SOFTWARE - S ZINYONO,SUITE 401 HAYLET HOUSE,0TH AVE TONGOGARA STREET,BULUWAYO ZIMBABWE 0313,'2000
TA10022870,ZENALA BUSINESS SOLUTIONS CC,ZENALA BUSINESS SOLUTIONS CC,NO 6 IRVIN KHOZA COMPLEX,CHRIS HANI ROAD ZONE 6 DIEPKLOOF SOWETO,GAUTENG,'2013
TA10022872,3DR HOLDINGS (PTY) LTD,3DR HOLDINGS (PTY) LTD,BLOCK 27 OXFORD OFFICE PARK,3 BAUHINIA STREET CENTURION,GAUTENG,'2021
TA10022873,ALLAMANDA BEACH RESORT & SPA,ALLAMANDA BEACH RESORT & SPA,ANSE FORBAN,MAHE,SEYCHELLES,'2000
TA10022877,SSIACRO INVENT,SSIACRO INVENT,20 SHAW ROAD,BLAIRGOWRIE,BLAIRGOWRIE GAUTENG 2194,'2167
TA10022878,STEEL EDGE ENTERPRISE (PTY) LTD,STEEL EDGE ENTERPRISE (PTY) LTD,GABORONE INTERNATIONAL COMMERCE PARK,PLOT 69 UNIT 2,313,'2000
TA10022880,ALLIED BUSINESS SYSTEMS,ALLIED BUSINESS SYSTEMS,PLOT 75,GABORONE INTERNATIONAL COMMERCE PARK,313,'2000
TA10022881,LUTGEP IT SOLUTIONS,LUTGEP IT SOLUTIONS,18 BRONZE STREET,WEST ACRES X13,NESPRUIT MPUMALANGA,'1363
TA10022882,ZZZ-JUSTNET SOLUTIONS CC,ZZZ-JUSTNET SOLUTIONS CC,4992A KNOWBWOOD AVENUE,THATCHFIELD GLEN THE REEDS EXT 11,CENTURION,'0126
TA10022884,WELA EMPOWERMENT HOLDINGS  (PTY) LTD,WELA EMPOWERMENT HOLDINGS  (PTY) LTD,33 RILEY ROAD UNIT F2,PINEWOOD OFFICE PARK WOODMEAD,GAUTENG,'2000
TA10022887,PEO INFORMATION TECHNOLOGIES (PTY) LTD,PEO INFORMATION TECHNOLOGIES (PTY) LTD,MONTROSE PLCE OFFICE 10 30 AUGRABIES RD,WATERFALL PARK MIDRAND,GAUTENG,'1684
TA10022888,PRINTERS AND PARTS DIRECT,PRINTERS AND PARTS DIRECT,UNIT 9 N12 INDUSTRIAL PARK,188 DR VOSLOO RD BARTLETT EXT. 40 ,313,'1613
TA10022889,ADSTREAM,ADSTREAM,WEDGEWOOD OFFICE PARK,BLOCK D MUSWELL ROAD SOUTH,313,'8040
TA10022893,C S S,C S S,42 PALMER ROAD,MILTON PARK,313,'2000
TA10022894,COMMERCIAL ICT A DIVISION OF HUDACO TRADING (PTY) LTD,COMMERCIAL ICT A DIVISION OF HUDACO TRADING (PTY) LTD,ELVEY BUILDING GROUND FLOUR,27 GREENSTONE PLACE ,EDENVALE 1609,'2192
TA10022896,TARSUS MOBILITY SOLUTIONS (PTY) LTD,TARSUS MOBILITY SOLUTIONS (PTY) LTD,FOURWAYS OFFICE PARK,CORNER ROOS &  FOURWAYS BOULIVARD,FOURWAYS,'2068
TA10022897,ICL (BOTSWANA) (PTY) LTD,ICL (BOTSWANA) (PTY) LTD,PLOT 135 UNIT 6 MKGALE TERRAQCE,GABORONE INTERNATIONAL FINANCE PARK,313,'2000
TA10022898,CONCEPT TECHNOLOGIES LTD,CONCEPT TECHNOLOGIES LTD,5TH FLOOR TAZARA HOUSE,DEDAN KIMATHI ROAD LUSAKA,ZAMBIA,'2000
TA10022899,MOHLALENG TECHNOLOGIES,MOHLALENG TECHNOLOGIES,3 MELROSE SQUARE,1ST FLOOR EAST WING MELROSE ARCH,MELROSE NORTH 2196 GAUTENG,'2076
TA10023033,HI-FI CORPORATION - MENLYN,HI-FI CORPORATION - MENLYN,MENLYN SHOPPING CENTRE SHOP EXIMAX LEVEL,CNR ATTERBURY & LOUI AVENUE ROAD,MENLYN PRETORIA,'2000
TA10023035,DOTCLOUD,DOTCLOUD,UNIT 3 118 SOVEREIGN DRIVE ROUTE 21 CORPORATE PA,NELMAPIUS ROAD IRENE EXT31,CENTURION,'1712
TA10023036,SYSTEM AND INFO TECH,SYSTEM AND INFO TECH,PLOT 74 GABORONE INTERNATIONAL COMMERCE,PARK GABORONE,BOTSWANA,'2000
TA10023041,PRAXIS COMPUTING (PTY) LTD,PRAXIS COMPUTING (PTY) LTD,6-10 RIVIERA OFFICE PARK,BLOCK D,KILLARNEY,'2193
TA10023043,MCE TECHNICAL SERVICES (PTY) LTD T/A MCE SOUTH AFRICA,MCE TECHNICAL SERVICES (PTY) LTD T/A MCE SOUTH AFRICA,86 DE NELSON MANDELA DRIVE,LICHTENBURG,NORTH WEST,'2740
TA10023044,SAGE COMPUTER TECHNOLOGIES (RAND WATER),SAGE COMPUTER TECHNOLOGIES (RAND WATER),28 MONTE CARLO CRESCENT ,KYALAMI BUSINESS PARK KYALAMI,JHB 1684,'2066
TA10023047,G.C NOTEBOOK CITY (PVT) LTD,G.C NOTEBOOK CITY (PVT) LTD,168 CHINHOYI STREET,HARARE,ZIMBABWE,'2000
TA10023048,PORT EUROPE SAS,PORT EUROPE SAS,7A RUE DE CHERBOURG,STRASBOURG,FRANCE,'67100
TA10023049,WEBSHOP (PTY) LTD,WEBSHOP (PTY) LTD,8 SMITH INDUSTRIAL PARK,18 ARKWRIGHT AVE,WYNBERG,'2010
TA10023050,IMBEWU BUSINESS TECHNOLOGIES (PTY) LTD,IMBEWU BUSINESS TECHNOLOGIES (PTY) LTD,BLOCK D 372 OAK AVENUE,FERNDALE 2194,GAUTENG,'2160
TA10023051,BLUE FALCON IT,BLUE FALCON IT,28B KATDORING PLACE,THATCHFIELD MANOR THE REEDS,GAUTENG,'0149
TA10023053,BIDDCOM SOFTWARE (PTY) LTD,BIDDCOM SOFTWARE (PTY) LTD,55 SCHOOL ROAD,BLUE HILLS AH,MIDRAND,'1686
TA10023054,HI-FI CORPORATION - KEMPTON PARK COMPUTERS,HI-FI CORPORATION - KEMPTON PARK COMPUTERS,SHOP 2-4 STAND NO 1565,CNR KELVIN & CR SWART STREETS,ESTERPARK KEMPTON PARK,'2000
TA10023055,INERTIA IT SOLUTIONS (PTY) LTD,INERTIA IT SOLUTIONS (PTY) LTD,125 14TH AVENUE,UNIT 7 ANDERBOLT,BOKSBURG ,'1478
TA10023060,ODYSSEY POS CC,ODYSSEY POS CC,383 ONTDEKKERS ROAD,3B LEVIN & STEYN BUILDING,313,'2146
TA10023063,PORT DESIGNS SOUTH AFRICA (PTY) LTD,PORT DESIGNS SOUTH AFRICA (PTY) LTD,UNIT 6 THE TOWNHOUSE,39-41 NORTHUMBERLAND,DURBAN NORTH ,'4051
TA10023065,ONYX TECHNOLOGIES (PTY) LTD,ONYX TECHNOLOGIES (PTY) LTD,UNIT 4 GATESITE HOUSE,CNR CEDAR ROAD & GATESIDE AVENUE,313,'2021
TA10023067,AFRICAN COMPUTER TECHNOLOGIES,AFRICAN COMPUTER TECHNOLOGIES,6TH FLOOR ST BARBRA HOUSE N MANDELA,AVENUE HARARE,ZIMBABWE,'2000
TA10023068,QWIKNET SOLUTIONS LTD,QWIKNET SOLUTIONS LTD,2ND FLOOR LOTTI HOUSE,SUITE 3 CAIRO ROAD,313,'2000
TA10023070,FOREFRONT INDUSTRIAL SOLUTIONS LTD,FOREFRONT INDUSTRIAL SOLUTIONS LTD,405 COMPESATION HOUSE,OBOTE AVENUE COPPERBELT,KITWE ZAMBIA,'2000
TA10023078,ZZZ-SEKAO INFOTEK,ZZZ-SEKAO INFOTEK,PLOT 163/4 UNIT 4,GABORONE INTERNATIONAL COMMERCE PARK,GABORONE,'2000
TA10023080,ENOVATIVE TECHNOLOGIES AFRICA CC,ENOVATIVE TECHNOLOGIES AFRICA CC,890 ST . BARNARD DRIVE,GARSFONTEIN,PRETORIA 0060,'1618
TA10023081,THE BUSINESS JOINT,THE BUSINESS JOINT,PLOT 157854/5,UNIT S-FF3 TSHIPIDI HOUSE,BOTSWANA,'000
TA10023083,QUAD RACKS & CABLES CC,QUAD RACKS & CABLES CC,144 SIDE ROAD,TURFFONTEIN WEST,GAUTENG,'2059
TA10023087,INFORCASE TECHNOLOGY (PTY) LTD,INFORCASE TECHNOLOGY (PTY) LTD,UNIT 1 PLOT 10221/32088,MOPOROPORO ROAD GABORONE,BOTSWANA,'2000
TA10023091,JUSTLOGIC CONSULTING CC,JUSTLOGIC CONSULTING CC,NO 24 LE VILLE UNIT 10,OGDEN ROAD ,BEDFORDVIEW GAUTENG,'1462
TA10023092,ESOURCE TECHNOLOGIES,ESOURCE TECHNOLOGIES,EPSOM DOWNS OFFICE PARK,AINTREE HOUSE 13 SLOANE STREET,BRYANSTON 2021,'2021
TA10023097,NEOTECH IT SOLUTIONS CC,NEOTECH IT SOLUTIONS CC,473 CUL 16,UNIT 2,MMABATHO 2735,'2735
TA10023100,APPLEWOOD TRADING 86 (PTY) LTD T/A IT INNOVATION,APPLEWOOD TRADING 86 (PTY) LTD T/A IT INNOVATION,CARPE DIEM CENTRE,13TH AVENUE,THANAZIMBI LIMPOPO 0380,'0380
TA10023110,THC LIFESTYLE DEVELOPMENT,THC LIFESTYLE DEVELOPMENT,190 BOKMAHIERIE ROAD,HIGHBURY,GAUTENG,'1962
TA10023113,FOREFRONT INDUTRIAL SOLUTIONS LTD,FOREFRONT INDUTRIAL SOLUTIONS LTD,405 COMPESATION HOUSE,OBOTE AVENUE COPPERBELT,KITWE ZAMBIA,'2000
TA10023116,MY IT CONSULTING (PTY) LTD,MY IT CONSULTING (PTY) LTD,31 WILLOW FARM ROAD,WILLOW FARM ESTATES ,PRETORIA GAUTENG,'0012
TA10023119,BRADLOWS DAVEYTON,BRADLOWS DAVEYTON,99Z CNR EISELEN ROAD & TURNTON ROADS,DAVEYTON,JOHANNESBURG,'2000
TA10023127,FULL SWING TRADING 869 CC T/A ONSITE COMPUTERS,FULL SWING TRADING 869 CC T/A ONSITE COMPUTERS,SHOP 27,THE BAY CENTRE,RICHARDS BAY,'3900
TA10023128,MONO COMPUTERS CC,MONO COMPUTERS CC,143 KRUGER STREET,RUSTENBURG,NORTH WEST,'0300
TA10023130,JUST PLAIN IT (PTY) LTD,JUST PLAIN IT (PTY) LTD,3RD FLOOR . STEVEN HOUSE,BROOKLYN BRIDGE OFFICE PARK,570 FEHRSEN STREETBROOKLYN PTA,'0181
TA10023133,BRADLOWS POLOKWANE WAREHOUSE,BRADLOWS POLOKWANE WAREHOUSE,VELDSPAAT & BERIL STREET,POLOKWANE,0700,'2000
TA10023138,CHM VUWANI COMPUTER SOLUTIONS (PTY) LTD NELSPRUIT,CHM VUWANI COMPUTER SOLUTIONS (PTY) LTD NELSPRUIT,26 AUGRABIESWATERFALL OFFICE PARK,MIDRAND,GAUTENG,'0140
